OPERATOR,WORKER,JOBCOUNTRYCODE,EFECTIVESTARTDATE,
,30001601            ,PER,04/08/2017,
,30001602            ,PER,04/08/2017,
,30001603            ,PER,04/08/2017,
,30001604            ,PER,04/08/2017,
,30001605            ,PER,04/08/2017,
,30001606            ,PER,04/08/2017,
,30001607            ,PER,04/08/2017,
,30001608            ,PER,04/08/2017,
,30001609            ,PER,04/08/2017,
,30001610            ,PER,04/08/2017,
,30001611            ,PER,04/08/2017,
,30001612            ,PER,04/08/2017,
,30001613            ,PER,04/08/2017,
,30001614            ,PER,04/08/2017,
,30001615            ,PER,04/08/2017,
,30001616            ,PER,04/08/2017,
,30001617            ,PER,04/08/2017,
,30001618            ,PER,04/08/2017,
,30001619            ,PER,04/08/2017,
,30001620            ,PER,04/08/2017,
,30001621            ,PER,04/08/2017,
,30001622            ,PER,04/08/2017,
,30001623            ,PER,04/08/2017,
,30001624            ,PER,04/08/2017,
,30001625            ,PER,04/08/2017,
,30001626            ,PER,04/08/2017,
,30001627            ,PER,04/08/2017,
,30001628            ,PER,04/08/2017,
,30001629            ,PER,04/08/2017,
,30001630            ,PER,04/08/2017,
,30001631            ,PER,04/08/2017,
,30001632            ,PER,04/08/2017,
,30001633            ,PER,04/08/2017,
,30001634            ,PER,04/08/2017,
,30001635            ,PER,04/08/2017,
,30001636            ,PER,04/08/2017,
,30001637            ,PER,04/08/2017,
,30001638            ,PER,04/08/2017,
,30001639            ,PER,04/08/2017,
,30001640            ,PER,04/08/2017,
,30001641            ,PER,04/08/2017,
,30001642            ,PER,04/08/2017,
,30001643            ,PER,04/08/2017,
,30001644            ,PER,04/08/2017,
,30001645            ,PER,04/08/2017,
,30001646            ,PER,04/08/2017,
,30001647            ,PER,04/08/2017,
,30001648            ,PER,04/08/2017,
,30001649            ,PER,04/08/2017,
,30001650            ,PER,04/08/2017,
,30001651            ,PER,04/08/2017,
,30001652            ,PER,04/08/2017,
,30001653            ,PER,04/08/2017,
,30001654            ,PER,04/08/2017,
,30001655            ,PER,04/08/2017,
,30001656            ,PER,04/08/2017,
,30001658            ,PER,04/08/2017,
,30001659            ,PER,04/08/2017,
,30001660            ,PER,04/08/2017,
,30001661            ,PER,04/08/2017,
,30001662            ,PER,04/08/2017,
,30001663            ,PER,04/08/2017,
,30001664            ,PER,04/08/2017,
,30001665            ,PER,04/08/2017,
,30001666            ,PER,04/08/2017,
,30001667            ,PER,04/08/2017,
,30001669            ,PER,04/08/2017,
,30001670            ,PER,04/08/2017,
,30001671            ,PER,04/08/2017,
,30001672            ,PER,04/08/2017,
,30001673            ,PER,04/08/2017,
,30001674            ,PER,04/08/2017,
,30001675            ,PER,04/08/2017,
,30001676            ,PER,04/08/2017,
,30001677            ,PER,04/08/2017,
,30001678            ,PER,04/08/2017,
,30001679            ,PER,04/08/2017,
,30001680            ,PER,04/08/2017,
,30001681            ,PER,04/08/2017,
,30001682            ,PER,04/08/2017,
,30001683            ,PER,04/08/2017,
,30001684            ,PER,04/08/2017,
,30001685            ,PER,04/08/2017,
,30001686            ,PER,04/08/2017,
,30001687            ,PER,04/08/2017,
,30001688            ,PER,04/08/2017,
,30001689            ,PER,04/08/2017,
,30001690            ,PER,04/08/2017,
,30001691            ,PER,04/08/2017,
,30001692            ,PER,04/08/2017,
,30001693            ,PER,04/08/2017,
,30001694            ,PER,04/08/2017,
,30001695            ,PER,04/08/2017,
,30001696            ,PER,04/08/2017,
,30001697            ,PER,04/08/2017,
,30001698            ,PER,04/08/2017,
,30001699            ,PER,04/08/2017,
,30001701            ,PER,04/08/2017,
,30001702            ,PER,04/08/2017,
,30001703            ,PER,04/08/2017,
,30001704            ,PER,04/08/2017,
,30001705            ,PER,04/08/2017,
,30001706            ,PER,04/08/2017,
,30001707            ,PER,04/08/2017,
,30001708            ,PER,04/08/2017,
,30001709            ,PER,04/08/2017,
,30001710            ,PER,04/08/2017,
,30001711            ,PER,04/08/2017,
,30001712            ,PER,04/08/2017,
,30001713            ,PER,04/08/2017,
,30001714            ,PER,04/08/2017,
,30001715            ,PER,04/08/2017,
,30001716            ,PER,04/08/2017,
,30001717            ,PER,04/08/2017,
,30001718            ,PER,04/08/2017,
,30001719            ,PER,04/08/2017,
,30001720            ,PER,04/08/2017,
,30001721            ,PER,04/08/2017,
,30001722            ,PER,04/08/2017,
,30001723            ,PER,04/08/2017,
,30001724            ,PER,04/08/2017,
,30001725            ,PER,04/08/2017,
,30001726            ,PER,04/08/2017,
,30001727            ,PER,04/08/2017,
,30001728            ,PER,04/08/2017,
,30001729            ,PER,04/08/2017,
,30001730            ,PER,04/08/2017,
,30001731            ,PER,04/08/2017,
,30001732            ,PER,04/08/2017,
,30001733            ,PER,04/08/2017,
,30001734            ,PER,04/08/2017,
,30001735            ,PER,04/08/2017,
,30001736            ,PER,04/08/2017,
,30001737            ,PER,04/08/2017,
,30001738            ,PER,04/08/2017,
,30001739            ,PER,04/08/2017,
,30001740            ,PER,04/08/2017,
,30001741            ,PER,04/08/2017,
,30001742            ,PER,04/08/2017,
,30001743            ,PER,04/08/2017,
,30001745            ,PER,04/08/2017,
,30001746            ,PER,04/08/2017,
,30001747            ,PER,04/08/2017,
,30001748            ,PER,04/08/2017,
,30001749            ,PER,04/08/2017,
,30001750            ,PER,04/08/2017,
,30001751            ,PER,04/08/2017,
,30001752            ,PER,04/08/2017,
,30001753            ,PER,04/08/2017,
,30001754            ,PER,04/08/2017,
,30001755            ,PER,04/08/2017,
,30001756            ,PER,04/08/2017,
,30001757            ,PER,04/08/2017,
,30001758            ,PER,04/08/2017,
,30001759            ,PER,04/08/2017,
,30001760            ,PER,04/08/2017,
,30001761            ,PER,04/08/2017,
,30001762            ,PER,04/08/2017,
,30001763            ,PER,04/08/2017,
,30001764            ,PER,04/08/2017,
,30001765            ,PER,04/08/2017,
,30001766            ,PER,04/08/2017,
,30001767            ,PER,04/08/2017,
,30001768            ,PER,04/08/2017,
,30001769            ,PER,04/08/2017,
,30001770            ,PER,04/08/2017,
,30001771            ,PER,04/08/2017,
,30001772            ,PER,04/08/2017,
,30001773            ,PER,04/08/2017,
,30001774            ,PER,04/08/2017,
,30001775            ,PER,04/08/2017,
,30001776            ,PER,04/08/2017,
,30001777            ,PER,04/08/2017,
,30001778            ,PER,04/08/2017,
,30001779            ,PER,04/08/2017,
,30001780            ,PER,04/08/2017,
,30001781            ,PER,04/08/2017,
,30001782            ,PER,04/08/2017,
,30001783            ,PER,04/08/2017,
,30001784            ,PER,04/08/2017,
,30001785            ,PER,04/08/2017,
,30001786            ,PER,04/08/2017,
,30001787            ,PER,04/08/2017,
,30001789            ,PER,04/08/2017,
,30001790            ,PER,04/08/2017,
,30001791            ,PER,04/08/2017,
,30001792            ,PER,04/08/2017,
,30001793            ,PER,04/08/2017,
,30001794            ,PER,04/08/2017,
,30001795            ,PER,04/08/2017,
,30001796            ,PER,04/08/2017,
,30001797            ,PER,04/08/2017,
,30001798            ,PER,04/08/2017,
,30001799            ,PER,04/08/2017,
,30001800            ,PER,04/08/2017,
,30001801            ,PER,04/08/2017,
,30001803            ,PER,04/08/2017,
,30001804            ,PER,04/08/2017,
,30001805            ,PER,04/08/2017,
,30001806            ,PER,04/08/2017,
,30001807            ,PER,04/08/2017,
,30001808            ,PER,04/08/2017,
,30001809            ,PER,04/08/2017,
,30001810            ,PER,04/08/2017,
,30001811            ,PER,04/08/2017,
,30001812            ,PER,04/08/2017,
,30001813            ,PER,04/08/2017,
,30001814            ,PER,04/08/2017,
,30001815            ,PER,04/08/2017,
,30001816            ,PER,04/08/2017,
,30001817            ,PER,04/08/2017,
,30001818            ,PER,04/08/2017,
,30001819            ,PER,04/08/2017,
,30001820            ,PER,04/08/2017,
,30001821            ,PER,04/08/2017,
,30001822            ,PER,04/08/2017,
,30001823            ,PER,04/08/2017,
,30001824            ,PER,04/08/2017,
,30001825            ,PER,04/08/2017,
,30001826            ,PER,04/08/2017,
,30001827            ,PER,04/08/2017,
,30001828            ,PER,04/08/2017,
,30001829            ,PER,04/08/2017,
,30001830            ,PER,04/08/2017,
,30001831            ,PER,04/08/2017,
,30001832            ,PER,04/08/2017,
,30001833            ,PER,04/08/2017,
,30001834            ,PER,04/08/2017,
,30001835            ,PER,04/08/2017,
,30001836            ,PER,04/08/2017,
,30001837            ,PER,04/08/2017,
,30001838            ,PER,04/08/2017,
,30001839            ,PER,04/08/2017,
,30001840            ,PER,04/08/2017,
,30001842            ,PER,04/08/2017,
,30001843            ,PER,04/08/2017,
,30001844            ,PER,04/08/2017,
,30001845            ,PER,04/08/2017,
,30001846            ,PER,04/08/2017,
,30001847            ,PER,04/08/2017,
,30001848            ,PER,04/08/2017,
,30001849            ,PER,04/08/2017,
,30001850            ,PER,04/08/2017,
,30001851            ,PER,04/08/2017,
,30001852            ,PER,04/08/2017,
,30001853            ,PER,04/08/2017,
,30001854            ,PER,04/08/2017,
,30001855            ,PER,04/08/2017,
,30001856            ,PER,04/08/2017,
,30001857            ,PER,04/08/2017,
,30001858            ,PER,04/08/2017,
,30001859            ,PER,04/08/2017,
,30001860            ,PER,04/08/2017,
,30001861            ,PER,04/08/2017,
,30001862            ,PER,04/08/2017,
,30001863            ,PER,04/08/2017,
,30001864            ,PER,04/08/2017,
,30001865            ,PER,04/08/2017,
,30001866            ,PER,04/08/2017,
,30001867            ,PER,04/08/2017,
,30001868            ,PER,04/08/2017,
,30001869            ,PER,04/08/2017,
,30001870            ,PER,04/08/2017,
,30001871            ,PER,04/08/2017,
,30001872            ,PER,04/08/2017,
,30001873            ,PER,04/08/2017,
,30001874            ,PER,04/08/2017,
,30001875            ,PER,04/08/2017,
,30001876            ,PER,04/08/2017,
,30001877            ,PER,04/08/2017,
,30001878            ,PER,04/08/2017,
,30001879            ,PER,04/08/2017,
,30001880            ,PER,04/08/2017,
,30001881            ,PER,04/08/2017,
,30001882            ,PER,04/08/2017,
,30001883            ,PER,04/08/2017,
,30001884            ,PER,04/08/2017,
,30001885            ,PER,04/08/2017,
,30001886            ,PER,04/08/2017,
,30001887            ,PER,04/08/2017,
,30001888            ,PER,04/08/2017,
,30001889            ,PER,04/08/2017,
,30001890            ,PER,04/08/2017,
,30001891            ,PER,04/08/2017,
,30001892            ,PER,04/08/2017,
,30001893            ,PER,04/08/2017,
,30001894            ,PER,04/08/2017,
,30001895            ,PER,04/08/2017,
,30001896            ,PER,04/08/2017,
,30001897            ,PER,04/08/2017,
,30001898            ,PER,04/08/2017,
,30001899            ,PER,04/08/2017,
,30001900            ,PER,04/08/2017,
,30001901            ,PER,04/08/2017,
,30001902            ,PER,04/08/2017,
,30001903            ,PER,04/08/2017,
,30001904            ,PER,04/08/2017,
,30001905            ,PER,04/08/2017,
,30001906            ,PER,04/08/2017,
,30001907            ,PER,04/08/2017,
,30001908            ,PER,04/08/2017,
,30001909            ,PER,04/08/2017,
,30001910            ,PER,04/08/2017,
,30001911            ,PER,04/08/2017,
,30001912            ,PER,04/08/2017,
,30001913            ,PER,04/08/2017,
,30001914            ,PER,04/08/2017,
,30001915            ,PER,04/08/2017,
,30001916            ,PER,04/08/2017,
,30001917            ,PER,04/08/2017,
,30001918            ,PER,04/08/2017,
,30001919            ,PER,04/08/2017,
,30001920            ,PER,04/08/2017,
,30001921            ,PER,04/08/2017,
,30001922            ,PER,04/08/2017,
,30001923            ,PER,04/08/2017,
,30001924            ,PER,04/08/2017,
,30001925            ,PER,04/08/2017,
,30001926            ,PER,04/08/2017,
,30001927            ,PER,04/08/2017,
,30001928            ,PER,04/08/2017,
,30001929            ,PER,04/08/2017,
,30001930            ,PER,04/08/2017,
,30001931            ,PER,04/08/2017,
,30001932            ,PER,04/08/2017,
,30001933            ,PER,04/08/2017,
,30001935            ,PER,04/08/2017,
,30001936            ,PER,04/08/2017,
,30001937            ,PER,04/08/2017,
,30001938            ,PER,04/08/2017,
,30001939            ,PER,04/08/2017,
,30001940            ,PER,04/08/2017,
,30001941            ,PER,04/08/2017,
,30001942            ,PER,04/08/2017,
,30001943            ,PER,04/08/2017,
,30001944            ,PER,04/08/2017,
,30001945            ,PER,04/08/2017,
,30001946            ,PER,04/08/2017,
,30001947            ,PER,04/08/2017,
,30001948            ,PER,04/08/2017,
,30001949            ,PER,04/08/2017,
,30001950            ,PER,04/08/2017,
,30001951            ,PER,04/08/2017,
,30001952            ,PER,04/08/2017,
,30001953            ,PER,04/08/2017,
,30001954            ,PER,04/08/2017,
,30001955            ,PER,04/08/2017,
,30001956            ,PER,04/08/2017,
,30001957            ,PER,04/08/2017,
,30001958            ,PER,04/08/2017,
,30001959            ,PER,04/08/2017,
,30001960            ,PER,04/08/2017,
,30001961            ,PER,04/08/2017,
,30001962            ,PER,04/08/2017,
,30001963            ,PER,04/08/2017,
,30001964            ,PER,04/08/2017,
,30001965            ,PER,04/08/2017,
,30001966            ,PER,04/08/2017,
,30001967            ,PER,04/08/2017,
,30001968            ,PER,04/08/2017,
,30001969            ,PER,04/08/2017,
,30001970            ,PER,04/08/2017,
,30001971            ,PER,04/08/2017,
,30001972            ,PER,04/08/2017,
,30001973            ,PER,04/08/2017,
,30001974            ,PER,04/08/2017,
,30001975            ,PER,04/08/2017,
,30001976            ,PER,04/08/2017,
,30001977            ,PER,04/08/2017,
,30001979            ,PER,04/08/2017,
,30001980            ,PER,04/08/2017,
,30001981            ,PER,04/08/2017,
,30001982            ,PER,04/08/2017,
,30001983            ,PER,04/08/2017,
,30001984            ,PER,04/08/2017,
,30001985            ,PER,04/08/2017,
,30001986            ,PER,04/08/2017,
,30001987            ,PER,04/08/2017,
,30001988            ,PER,04/08/2017,
,30001989            ,PER,04/08/2017,
,30001990            ,PER,04/08/2017,
,30001991            ,PER,04/08/2017,
,30001992            ,PER,04/08/2017,
,30001993            ,PER,04/08/2017,
,30001994            ,PER,04/08/2017,
,30001995            ,PER,04/08/2017,
,30001996            ,PER,04/08/2017,
,30001997            ,PER,04/08/2017,
,30001998            ,PER,04/08/2017,
,30001999            ,PER,04/08/2017,
,30002000            ,PER,04/08/2017,
,30002001            ,PER,04/08/2017,
,30002002            ,PER,04/08/2017,
,30002003            ,PER,04/08/2017,
,30002004            ,PER,04/08/2017,
,30002005            ,PER,04/08/2017,
,30002006            ,PER,04/08/2017,
,30002007            ,PER,04/08/2017,
,30002008            ,PER,04/08/2017,
,30002009            ,PER,04/08/2017,
,30002010            ,PER,04/08/2017,
,30002011            ,PER,04/08/2017,
,30002012            ,PER,04/08/2017,
,30002013            ,PER,04/08/2017,
,30002014            ,PER,04/08/2017,
,30002015            ,PER,04/08/2017,
,30002016            ,PER,04/08/2017,
,30002017            ,PER,04/08/2017,
,30002019            ,PER,04/08/2017,
,30002020            ,PER,04/08/2017,
,30002021            ,PER,04/08/2017,
,30002022            ,PER,04/08/2017,
,30002023            ,PER,04/08/2017,
,30002024            ,PER,04/08/2017,
,30002025            ,PER,04/08/2017,
,30002026            ,PER,04/08/2017,
,30002027            ,PER,04/08/2017,
,30002028            ,PER,04/08/2017,
,30002029            ,PER,04/08/2017,
,30002030            ,PER,04/08/2017,
,30002031            ,PER,04/08/2017,
,30002032            ,PER,04/08/2017,
,30002033            ,PER,04/08/2017,
,30002034            ,PER,04/08/2017,
,30002035            ,PER,04/08/2017,
,30002036            ,PER,04/08/2017,
,30002037            ,PER,04/08/2017,
,30002038            ,PER,04/08/2017,
,30002039            ,PER,04/08/2017,
,30002040            ,PER,04/08/2017,
,30002041            ,PER,04/08/2017,
,30002042            ,PER,04/08/2017,
,30002043            ,PER,04/08/2017,
,30002044            ,PER,04/08/2017,
,30002045            ,PER,04/08/2017,
,30002046            ,PER,04/08/2017,
,30002047            ,PER,04/08/2017,
,30002048            ,PER,04/08/2017,
,30002049            ,PER,04/08/2017,
,30002050            ,PER,04/08/2017,
,30002051            ,PER,04/08/2017,
,30002052            ,PER,04/08/2017,
,30002053            ,PER,04/08/2017,
,30002054            ,PER,04/08/2017,
,30002055            ,PER,04/08/2017,
,30002056            ,PER,04/08/2017,
,30002057            ,PER,04/08/2017,
,30002058            ,PER,04/08/2017,
,30002059            ,PER,04/08/2017,
,30002060            ,PER,04/08/2017,
,30002061            ,PER,04/08/2017,
,30002062            ,PER,04/08/2017,
,30002063            ,PER,04/08/2017,
,30002064            ,PER,04/08/2017,
,30002065            ,PER,04/08/2017,
,30002066            ,PER,04/08/2017,
,30002067            ,PER,04/08/2017,
,30002068            ,PER,04/08/2017,
,30002070            ,PER,04/08/2017,
,30002071            ,PER,04/08/2017,
,30002072            ,PER,04/08/2017,
,30002073            ,PER,04/08/2017,
,30002074            ,PER,04/08/2017,
,30002075            ,PER,04/08/2017,
,30002076            ,PER,04/08/2017,
,30002077            ,PER,04/08/2017,
,30002079            ,PER,04/08/2017,
,30002080            ,PER,04/08/2017,
,30002081            ,PER,04/08/2017,
,30002082            ,PER,04/08/2017,
,30002083            ,PER,04/08/2017,
,30002084            ,PER,04/08/2017,
,30002085            ,PER,04/08/2017,
,30002086            ,PER,04/08/2017,
,30002087            ,PER,04/08/2017,
,30002088            ,PER,04/08/2017,
,30002089            ,PER,04/08/2017,
,30002090            ,PER,04/08/2017,
,30002091            ,PER,04/08/2017,
,30002092            ,PER,04/08/2017,
,30002093            ,PER,04/08/2017,
,30002094            ,PER,04/08/2017,
,30002095            ,PER,04/08/2017,
,30002096            ,PER,04/08/2017,
,30002097            ,PER,04/08/2017,
,30002098            ,PER,04/08/2017,
,30002099            ,PER,04/08/2017,
,30002100            ,PER,04/08/2017,
,30002101            ,PER,04/08/2017,
,30002102            ,PER,04/08/2017,
,30002103            ,PER,04/08/2017,
,30002104            ,PER,04/08/2017,
,30002105            ,PER,04/08/2017,
,30002106            ,PER,04/08/2017,
,30002107            ,PER,04/08/2017,
,30002108            ,PER,04/08/2017,
,30002109            ,PER,04/08/2017,
,30002110            ,PER,04/08/2017,
,30002111            ,PER,04/08/2017,
,30002112            ,PER,04/08/2017,
,30002113            ,PER,04/08/2017,
,30002114            ,PER,04/08/2017,
,30002115            ,PER,04/08/2017,
,30002116            ,PER,04/08/2017,
,30002117            ,PER,04/08/2017,
,30002118            ,PER,04/08/2017,
,30002119            ,PER,04/08/2017,
,30002120            ,PER,04/08/2017,
,30002122            ,PER,04/08/2017,
,30002123            ,PER,04/08/2017,
,30002124            ,PER,04/08/2017,
,30002127            ,PER,04/08/2017,
,30002128            ,PER,04/08/2017,
,30002129            ,PER,04/08/2017,
,30002130            ,PER,04/08/2017,
,30002131            ,PER,04/08/2017,
,30002132            ,PER,04/08/2017,
,30002133            ,PER,04/08/2017,
,30002134            ,PER,04/08/2017,
,30002135            ,PER,04/08/2017,
,30002136            ,PER,04/08/2017,
,30002137            ,PER,04/08/2017,
,30002138            ,PER,04/08/2017,
,30002139            ,PER,04/08/2017,
,30002140            ,PER,04/08/2017,
,30002141            ,PER,04/08/2017,
,30002142            ,PER,04/08/2017,
,30002143            ,PER,04/08/2017,
,30002144            ,PER,04/08/2017,
,30002145            ,PER,04/08/2017,
,30002146            ,PER,04/08/2017,
,30002147            ,PER,04/08/2017,
,30002148            ,PER,04/08/2017,
,30002149            ,PER,04/08/2017,
,30002150            ,PER,04/08/2017,
,30002151            ,PER,04/08/2017,
,30002152            ,PER,04/08/2017,
,30002153            ,PER,04/08/2017,
,30002154            ,PER,04/08/2017,
,30002155            ,PER,04/08/2017,
,30002156            ,PER,04/08/2017,
,30002157            ,PER,04/08/2017,
,30002158            ,PER,04/08/2017,
,30002159            ,PER,04/08/2017,
,30002160            ,PER,04/08/2017,
,30002161            ,PER,04/08/2017,
,30002162            ,PER,04/08/2017,
,30002163            ,PER,04/08/2017,
,30002164            ,VEN,04/08/2017,
,30002165            ,PER,04/08/2017,
,30002166            ,PER,04/08/2017,
,30002167            ,PER,04/08/2017,
,30002168            ,PER,04/08/2017,
,30002169            ,PER,04/08/2017,
,30002170            ,PER,04/08/2017,
,30002171            ,PER,04/08/2017,
,30002172            ,PER,04/08/2017,
,30002173            ,PER,04/08/2017,
,30002174            ,PER,04/08/2017,
,30002175            ,PER,04/08/2017,
,30002176            ,PER,04/08/2017,
,30002177            ,PER,04/08/2017,
,30002178            ,PER,04/08/2017,
,30002179            ,PER,04/08/2017,
,30002180            ,PER,04/08/2017,
,30002181            ,PER,04/08/2017,
,30002182            ,PER,04/08/2017,
,30002183            ,PER,04/08/2017,
,30002184            ,PER,04/08/2017,
,30002185            ,PER,04/08/2017,
,30002186            ,PER,04/08/2017,
,30002187            ,PER,04/08/2017,
,30002188            ,PER,04/08/2017,
,30002189            ,PER,04/08/2017,
,30002190            ,PER,04/08/2017,
,30002191            ,PER,04/08/2017,
,30002192            ,PER,04/08/2017,
,30002193            ,PER,04/08/2017,
,30002194            ,PER,04/08/2017,
,30002195            ,PER,04/08/2017,
,30002196            ,PER,04/08/2017,
,30002197            ,PER,04/08/2017,
,30002198            ,PER,04/08/2017,
,30002199            ,PER,04/08/2017,
,30002200            ,PER,04/08/2017,
,30002201            ,PER,04/08/2017,
,30002202            ,PER,04/08/2017,
,30002203            ,PER,04/08/2017,
,30002204            ,PER,04/08/2017,
,30002205            ,PER,04/08/2017,
,30002206            ,PER,04/08/2017,
,30002207            ,PER,04/08/2017,
,30002208            ,PER,04/08/2017,
,30002209            ,PER,04/08/2017,
,30002210            ,PER,04/08/2017,
,30002211            ,PER,04/08/2017,
,30002212            ,PER,04/08/2017,
,30002213            ,PER,04/08/2017,
,30002214            ,PER,04/08/2017,
,30002215            ,PER,04/08/2017,
,30002216            ,PER,04/08/2017,
,30002217            ,PER,04/08/2017,
,30002218            ,PER,04/08/2017,
,30002219            ,PER,04/08/2017,
,30002220            ,PER,04/08/2017,
,30002221            ,PER,04/08/2017,
,30002222            ,PER,04/08/2017,
,30002223            ,PER,04/08/2017,
,30002224            ,PER,04/08/2017,
,30002225            ,PER,04/08/2017,
,30002226            ,PER,04/08/2017,
,30002227            ,PER,04/08/2017,
,30002228            ,PER,04/08/2017,
,30002229            ,PER,04/08/2017,
,30002230            ,PER,04/08/2017,
,30002231            ,PER,04/08/2017,
,30002232            ,PER,04/08/2017,
,30002233            ,PER,04/08/2017,
,30002234            ,PER,04/08/2017,
,30002235            ,PER,04/08/2017,
,30002236            ,PER,04/08/2017,
,30002237            ,PER,04/08/2017,
,30002238            ,PER,04/08/2017,
,30002239            ,PER,04/08/2017,
,30002240            ,PER,04/08/2017,
,30002241            ,PER,04/08/2017,
,30002242            ,PER,04/08/2017,
,30002243            ,PER,04/08/2017,
,30002244            ,PER,04/08/2017,
,30002245            ,PER,04/08/2017,
,30002246            ,PER,04/08/2017,
,30002247            ,PER,04/08/2017,
,30002248            ,PER,04/08/2017,
,30002249            ,PER,04/08/2017,
,30002250            ,PER,04/08/2017,
,30002251            ,PER,04/08/2017,
,30002252            ,PER,04/08/2017,
,30002253            ,PER,04/08/2017,
,30002254            ,PER,04/08/2017,
,30002255            ,PER,04/08/2017,
,30002256            ,PER,04/08/2017,
,30002257            ,PER,04/08/2017,
,30002258            ,PER,04/08/2017,
,30002259            ,PER,04/08/2017,
,30002260            ,PER,04/08/2017,
,30002261            ,PER,04/08/2017,
,30002262            ,PER,04/08/2017,
,30002263            ,PER,04/08/2017,
,30002264            ,PER,04/08/2017,
,30002265            ,PER,04/08/2017,
,30002266            ,PER,04/08/2017,
,30002267            ,PER,04/08/2017,
,30002268            ,PER,04/08/2017,
,30002269            ,PER,04/08/2017,
,30002270            ,PER,04/08/2017,
,30002271            ,PER,04/08/2017,
,30002272            ,PER,04/08/2017,
,30002273            ,PER,04/08/2017,
,30002274            ,PER,04/08/2017,
,30002275            ,PER,04/08/2017,
,30002276            ,PER,04/08/2017,
,30002277            ,PER,04/08/2017,
,30002278            ,PER,04/08/2017,
,30002279            ,PER,04/08/2017,
,30002280            ,PER,04/08/2017,
,30002281            ,PER,04/08/2017,
,30002282            ,PER,04/08/2017,
,30002283            ,PER,04/08/2017,
,30002284            ,PER,04/08/2017,
,30002285            ,PER,04/08/2017,
,30002286            ,PER,04/08/2017,
,30002287            ,PER,04/08/2017,
,30002288            ,PER,04/08/2017,
,30002290            ,PER,04/08/2017,
,30002291            ,PER,04/08/2017,
,30002292            ,PER,04/08/2017,
,30002293            ,PER,04/08/2017,
,30002294            ,PER,04/08/2017,
,30002295            ,PER,04/08/2017,
,30002296            ,PER,04/08/2017,
,30002297            ,PER,04/08/2017,
,30002298            ,PER,04/08/2017,
,30002299            ,PER,04/08/2017,
,30002300            ,PER,04/08/2017,
,30002301            ,PER,04/08/2017,
,30002302            ,PER,04/08/2017,
,30002303            ,PER,04/08/2017,
,30002304            ,PER,04/08/2017,
,30002305            ,PER,04/08/2017,
,30002306            ,PER,04/08/2017,
,30002307            ,PER,04/08/2017,
,30002308            ,PER,04/08/2017,
,30002309            ,PER,04/08/2017,
,30002310            ,PER,04/08/2017,
,30002311            ,PER,04/08/2017,
,30002312            ,PER,04/08/2017,
,30002313            ,PER,04/08/2017,
,30002314            ,PER,04/08/2017,
,30002315            ,PER,04/08/2017,
,30002316            ,PER,04/08/2017,
,30002317            ,PER,04/08/2017,
,30002318            ,PER,04/08/2017,
,30002319            ,PER,04/08/2017,
,30002320            ,PER,04/08/2017,
,30002321            ,PER,04/08/2017,
,30002322            ,PER,04/08/2017,
,30002323            ,PER,04/08/2017,
,30002324            ,PER,04/08/2017,
,30002325            ,PER,04/08/2017,
,30002326            ,PER,04/08/2017,
,30002327            ,PER,04/08/2017,
,30002328            ,PER,04/08/2017,
,30002329            ,PER,04/08/2017,
,30002330            ,PER,04/08/2017,
,30002331            ,PER,04/08/2017,
,30002332            ,PER,04/08/2017,
,30002333            ,PER,04/08/2017,
,30002334            ,PER,04/08/2017,
,30002335            ,PER,04/08/2017,
,30002336            ,PER,04/08/2017,
,30002337            ,PER,04/08/2017,
,30002338            ,PER,04/08/2017,
,30002339            ,PER,04/08/2017,
,30002340            ,PER,04/08/2017,
,30002341            ,PER,04/08/2017,
,30002342            ,PER,04/08/2017,
,30002343            ,PER,04/08/2017,
,30002344            ,PER,04/08/2017,
,30002345            ,PER,04/08/2017,
,30002346            ,PER,04/08/2017,
,30002347            ,PER,04/08/2017,
,30002348            ,PER,04/08/2017,
,30002349            ,PER,04/08/2017,
,30002350            ,PER,04/08/2017,
,30002351            ,PER,04/08/2017,
,30002352            ,PER,04/08/2017,
,30002353            ,PER,04/08/2017,
,30002354            ,PER,04/08/2017,
,30002355            ,PER,04/08/2017,
,30002356            ,PER,04/08/2017,
,30002357            ,PER,04/08/2017,
,30002358            ,PER,04/08/2017,
,30002359            ,PER,04/08/2017,
,30002360            ,PER,04/08/2017,
,30002361            ,PER,04/08/2017,
,30002362            ,PER,04/08/2017,
,30002363            ,PER,04/08/2017,
,30002364            ,PER,04/08/2017,
,30002365            ,PER,04/08/2017,
,30002366            ,PER,04/08/2017,
,30002367            ,PER,04/08/2017,
,30002368            ,PER,04/08/2017,
,30002369            ,PER,04/08/2017,
,30002370            ,PER,04/08/2017,
,30002371            ,PER,04/08/2017,
,30002372            ,PER,04/08/2017,
,30002373            ,PER,04/08/2017,
,30002374            ,PER,04/08/2017,
,30002375            ,PER,04/08/2017,
,30002376            ,PER,04/08/2017,
,30002377            ,PER,04/08/2017,
,30002378            ,PER,04/08/2017,
,30002380            ,PER,04/08/2017,
,30002381            ,PER,04/08/2017,
,30002382            ,PER,04/08/2017,
,30002383            ,PER,04/08/2017,
,30002384            ,PER,04/08/2017,
,30002385            ,PER,04/08/2017,
,30002386            ,PER,04/08/2017,
,30002387            ,PER,04/08/2017,
,30002388            ,PER,04/08/2017,
,30002389            ,PER,04/08/2017,
,30002390            ,PER,04/08/2017,
,30002391            ,PER,04/08/2017,
,30002392            ,PER,04/08/2017,
